image_name,throttle,steer,brake
1.png,0.75,-0.045016415417194366,0.0
2.png,0.75,-0.04513183981180191,0.0
3.png,0.75,-0.04518955573439598,0.0
4.png,0.75,-0.04524726793169975,0.0
5.png,0.75,-0.045304980129003525,0.0
6.png,0.75,-0.045362696051597595,0.0
7.png,0.75,-0.04542040824890137,0.0
8.png,0.75,-0.04547812044620514,0.0
9.png,0.75,-0.04553583264350891,0.0
10.png,0.75,-0.04559354856610298,0.0
11.png,0.75,-0.04559354856610298,0.0
12.png,0.75,-0.04559354856610298,0.0
13.png,0.75,-0.04559354856610298,0.0
14.png,0.75,-0.04559354856610298,0.0
15.png,0.75,-0.04559354856610298,0.0
16.png,0.75,-0.04559354856610298,0.0
17.png,0.75,-0.04559354856610298,0.0
18.png,0.75,-0.04559354856610298,0.0
19.png,0.75,-0.04559354856610298,0.0
20.png,0.75,-0.04559354856610298,0.0
21.png,0.75,-0.04559354856610298,0.0
22.png,0.75,-0.04559354856610298,0.0
23.png,0.75,-0.04559354856610298,0.0
24.png,0.75,-0.04559354856610298,0.0
25.png,0.75,-0.04559354856610298,0.0
26.png,0.75,-0.04559354856610298,0.0
27.png,0.75,-0.04559354856610298,0.0
28.png,0.75,-0.04559354856610298,0.0
29.png,0.75,-0.04559354856610298,0.0
30.png,0.75,-0.04559354856610298,0.0
31.png,0.75,-0.04559354856610298,0.0
32.png,0.75,-0.04559354856610298,0.0
33.png,0.75,-0.04559354856610298,0.0
34.png,0.75,-0.04559354856610298,0.0
35.png,0.75,-0.04559354856610298,0.0
36.png,0.75,-0.04559354856610298,0.0
37.png,0.75,-0.04559354856610298,0.0
38.png,0.75,-0.04559354856610298,0.0
39.png,0.75,-0.04559354856610298,0.0
40.png,0.75,-0.04559354856610298,0.0
41.png,0.75,-0.04559354856610298,0.0
42.png,0.75,-0.04559354856610298,0.0
43.png,0.75,-0.04559354856610298,0.0
44.png,0.75,-0.04559354856610298,0.0
45.png,0.75,-0.04559354856610298,0.0
46.png,0.75,-0.04559354856610298,0.0
47.png,0.75,-0.04559354856610298,0.0
48.png,0.75,-0.04559354856610298,0.0
49.png,0.75,-0.04559354856610298,0.0
50.png,0.75,-0.04559354856610298,0.0
51.png,0.75,0.011436507105827332,0.0
52.png,0.75,-0.026862971484661102,0.0
53.png,0.75,-0.02683901973068714,0.0
54.png,0.75,-0.02681506611406803,0.0
55.png,0.75,-0.02679111436009407,0.0
56.png,0.75,-0.02676716260612011,0.0
57.png,0.75,-0.02674321085214615,0.0
58.png,0.75,-0.016971083357930183,0.0
59.png,0.75,-0.023493679240345955,0.0
60.png,0.75,-0.023465633392333984,0.0
61.png,0.75,-0.023461539298295975,0.0
62.png,0.75,-0.023457445204257965,0.0
63.png,0.75,-0.023453351110219955,0.0
64.png,0.75,-0.023449257016181946,0.0
65.png,0.75,-0.008106849156320095,0.0
66.png,0.75,-0.01840345375239849,0.0
67.png,0.75,-0.01839291676878929,0.0
68.png,0.75,-0.01838647574186325,0.0
69.png,0.75,-0.01838003285229206,0.0
70.png,0.75,-0.01837359182536602,0.0
71.png,0.75,-0.01836714893579483,0.0
72.png,0.75,-0.0028907181695103645,0.0
73.png,0.75,-0.013273403979837894,0.0
74.png,0.75,-0.013260465115308762,0.0
75.png,0.75,-0.01325396727770567,0.0
76.png,0.75,-0.013247470371425152,0.0
77.png,0.75,-0.01324097253382206,0.0
78.png,0.75,-1.3100879186822567e-05,0.0
79.png,0.75,-0.008885636925697327,0.0
80.png,0.75,-0.008873586542904377,0.0
81.png,0.75,-0.008861537091434002,0.0
82.png,0.75,-0.00885598361492157,0.0
83.png,0.75,-0.008850431069731712,0.0
84.png,0.75,-0.008844878524541855,0.0
85.png,0.75,0.0011221760651096702,0.0
86.png,0.75,-0.005562082398682833,0.0
87.png,0.75,-0.005552345886826515,0.0
88.png,0.75,-0.005548161920160055,0.0
89.png,0.75,-0.005543978419154882,0.0
90.png,0.75,-0.005539794452488422,0.0
91.png,0.75,-0.005535610485821962,0.0
92.png,0.75,0.02929988130927086,0.0
93.png,0.75,0.0059125227853655815,0.0
94.png,0.75,0.005931335035711527,0.0
