image_name,throttle,steer,brake
1.png,0.75,0.10000000149011612,0.0
2.png,0.75,0.18414521217346191,0.0
3.png,0.75,0.1843806952238083,0.0
4.png,0.75,0.18461617827415466,0.0
5.png,0.75,0.18485166132450104,0.0
6.png,0.75,0.18508712947368622,0.0
7.png,0.75,0.1853226125240326,0.0
8.png,0.75,0.18555809557437897,0.0
9.png,0.75,0.18579357862472534,0.0
10.png,0.75,0.18602904677391052,0.0
11.png,0.75,0.18602904677391052,0.0
12.png,0.75,0.18602904677391052,0.0
13.png,0.75,0.18602904677391052,0.0
14.png,0.75,0.18602904677391052,0.0
15.png,0.75,0.18602904677391052,0.0
16.png,0.75,0.18602904677391052,0.0
17.png,0.75,0.18602904677391052,0.0
18.png,0.75,0.18602904677391052,0.0
19.png,0.75,0.18602904677391052,0.0
20.png,0.75,0.18602904677391052,0.0
21.png,0.75,0.18602904677391052,0.0
22.png,0.75,0.18602904677391052,0.0
23.png,0.75,0.18602904677391052,0.0
24.png,0.75,0.18602904677391052,0.0
25.png,0.75,0.18602904677391052,0.0
26.png,0.75,0.18602904677391052,0.0
27.png,0.75,0.18602904677391052,0.0
28.png,0.75,0.18602904677391052,0.0
29.png,0.75,0.18602904677391052,0.0
30.png,0.75,0.18602904677391052,0.0
31.png,0.75,0.18602904677391052,0.0
32.png,0.75,0.18602904677391052,0.0
33.png,0.75,0.18602904677391052,0.0
34.png,0.75,0.18602904677391052,0.0
35.png,0.75,0.18602904677391052,0.0
36.png,0.75,0.18602904677391052,0.0
37.png,0.75,0.18602904677391052,0.0
38.png,0.75,0.18602904677391052,0.0
39.png,0.75,0.18602904677391052,0.0
40.png,0.75,0.18602904677391052,0.0
41.png,0.75,0.18602904677391052,0.0
42.png,0.75,0.18602904677391052,0.0
43.png,0.75,0.18602904677391052,0.0
44.png,0.75,0.18602904677391052,0.0
45.png,0.75,0.18602904677391052,0.0
46.png,0.75,0.18602904677391052,0.0
47.png,0.75,0.18602904677391052,0.0
48.png,0.75,0.18602904677391052,0.0
49.png,0.75,0.18602904677391052,0.0
50.png,0.75,0.18602904677391052,0.0
51.png,0.75,0.18602904677391052,0.0
52.png,0.75,0.18602904677391052,0.0
53.png,0.75,0.18602904677391052,0.0
54.png,0.75,0.18602904677391052,0.0
55.png,0.75,0.18602904677391052,0.0
56.png,0.75,0.1719055026769638,0.0
57.png,0.75,0.1813904047012329,0.0
58.png,0.75,0.18138447403907776,0.0
59.png,0.75,0.1813785433769226,0.0
60.png,0.75,0.18137261271476746,0.0
61.png,0.75,0.1813666820526123,0.0
62.png,0.75,0.18136075139045715,0.0
63.png,0.75,0.08136074990034103,0.0
64.png,0.75,0.0961100235581398,0.0
65.png,0.75,0.09599509090185165,0.0
66.png,0.75,0.09588608890771866,0.0
67.png,0.75,0.09577708691358566,0.0
68.png,0.75,0.09566808491945267,0.0
69.png,0.75,0.09555908292531967,0.0
70.png,0.75,0.053888045251369476,0.0
