image_name,throttle,steer,brake
1.png,0.75,-0.045016031712293625,0.0
2.png,0.75,-0.04513145983219147,0.0
3.png,0.75,-0.04518917202949524,0.0
4.png,0.75,-0.04524688422679901,0.0
5.png,0.75,-0.04530459642410278,0.0
6.png,0.75,-0.045362308621406555,0.0
7.png,0.75,-0.04541986808180809,0.0
8.png,0.75,-0.04547768458724022,0.0
9.png,0.75,-0.04553539678454399,0.0
10.png,0.75,-0.04559310898184776,0.0
11.png,0.75,-0.04559310898184776,0.0
12.png,0.75,-0.04559310898184776,0.0
13.png,0.75,-0.04559310898184776,0.0
14.png,0.75,-0.04559310898184776,0.0
15.png,0.75,-0.04559310898184776,0.0
16.png,0.75,-0.04559310898184776,0.0
17.png,0.75,-0.04559310898184776,0.0
18.png,0.75,-0.04559310898184776,0.0
19.png,0.75,-0.04559310898184776,0.0
20.png,0.75,-0.04559310898184776,0.0
21.png,0.75,-0.04559318721294403,0.0
22.png,0.75,-0.04559313505887985,0.0
23.png,0.75,-0.04559313505887985,0.0
24.png,0.75,-0.04559313505887985,0.0
25.png,0.75,-0.04559313505887985,0.0
26.png,0.75,-0.04559313505887985,0.0
27.png,0.75,-0.04559313505887985,0.0
28.png,0.75,-0.04559321328997612,0.0
29.png,0.75,-0.04559316113591194,0.0
30.png,0.75,-0.04559316113591194,0.0
31.png,0.75,-0.04559316113591194,0.0
32.png,0.75,-0.04559316113591194,0.0
33.png,0.75,-0.04559316113591194,0.0
34.png,0.75,-0.04559316113591194,0.0
35.png,0.75,-0.04559323936700821,0.0
36.png,0.75,-0.04559318721294403,0.0
37.png,0.75,-0.04559318721294403,0.0
38.png,0.75,-0.04559318721294403,0.0
39.png,0.75,-0.04559318721294403,0.0
40.png,0.75,-0.04559318721294403,0.0
41.png,0.75,-0.04559318721294403,0.0
42.png,0.75,-0.04559318721294403,0.0
43.png,0.75,-0.04559318721294403,0.0
44.png,0.75,-0.04559318721294403,0.0
45.png,0.75,-0.04559318721294403,0.0
46.png,0.75,-0.04559318721294403,0.0
47.png,0.75,-0.04559318721294403,0.0
48.png,0.75,-0.04559318721294403,0.0
49.png,0.75,-0.04559318721294403,0.0
50.png,0.75,-0.04559318721294403,0.0
51.png,0.75,-0.04559318721294403,0.0
52.png,0.75,-0.04559318721294403,0.0
53.png,0.75,-0.04559318721294403,0.0
54.png,0.75,-0.04559318721294403,0.0
55.png,0.75,-0.04559318721294403,0.0
56.png,0.75,-0.04559318721294403,0.0
57.png,0.75,-0.04559318721294403,0.0
58.png,0.75,-0.04559318721294403,0.0
59.png,0.75,-0.04559318721294403,0.0
60.png,0.75,-0.04559318721294403,0.0
61.png,0.75,-0.04559318721294403,0.0
62.png,0.75,-0.04559318721294403,0.0
63.png,0.75,-0.04559318721294403,0.0
64.png,0.75,-0.04559318721294403,0.0
65.png,0.75,-0.04559318721294403,0.0
66.png,0.75,-0.04559318721294403,0.0
67.png,0.75,-0.04559318721294403,0.0
68.png,0.75,-0.04559318721294403,0.0
69.png,0.75,-0.04559318721294403,0.0
70.png,0.75,-0.04559318721294403,0.0
71.png,0.75,-0.04559318721294403,0.0
72.png,0.75,-0.04559318721294403,0.0
73.png,0.75,-0.04559318721294403,0.0
74.png,0.75,-0.04559318721294403,0.0
75.png,0.75,-0.04559318721294403,0.0
76.png,0.75,-0.04559318721294403,0.0
77.png,0.75,-0.04559318721294403,0.0
78.png,0.75,-0.04559318721294403,0.0
79.png,0.75,-0.04559318721294403,0.0
80.png,0.75,-0.04559318721294403,0.0
81.png,0.75,-0.04559318721294403,0.0
82.png,0.75,-0.04559318721294403,0.0
83.png,0.75,-0.04559318721294403,0.0
84.png,0.75,-0.04559318721294403,0.0
85.png,0.75,-0.04559318721294403,0.0
86.png,0.75,-0.04559318721294403,0.0
87.png,0.75,-0.04559318721294403,0.0
88.png,0.75,-0.04559318721294403,0.0
89.png,0.75,-0.04559318721294403,0.0
90.png,0.75,-0.04559318721294403,0.0
91.png,0.75,-0.044004861265420914,0.0
92.png,0.75,-0.04507152736186981,0.0
93.png,0.75,-0.04507086053490639,0.0
94.png,0.75,-0.04507019370794296,0.0
95.png,0.75,-0.04506952688097954,0.0
96.png,0.75,-0.04506886005401611,0.0
97.png,0.75,-0.04506819322705269,0.0
98.png,0.75,0.01757468283176422,0.0
99.png,0.75,-0.024493062868714333,0.0
100.png,0.75,-0.02446608617901802,0.0
101.png,0.75,-0.024439776316285133,0.0
102.png,0.75,-0.024413468316197395,0.0
103.png,0.75,-0.024387158453464508,0.0
104.png,0.75,-0.02436084859073162,0.0
105.png,0.75,-0.01832103170454502,0.0
106.png,0.75,-0.022333193570375443,0.0
107.png,0.75,-0.022304359823465347,0.0
108.png,0.75,-0.02230183407664299,0.0
109.png,0.75,-0.022299308329820633,0.0
110.png,0.75,-0.022296782582998276,0.0
111.png,0.75,-0.02229425683617592,0.0
112.png,0.75,-0.02229173108935356,0.0
113.png,0.75,-0.016581756994128227,0.0
114.png,0.75,-0.02041216380894184,0.0
115.png,0.75,-0.02040976658463478,0.0
116.png,0.75,-0.02040736936032772,0.0
117.png,0.75,-0.02040497213602066,0.0
118.png,0.75,-0.0204025749117136,0.0
119.png,0.75,-0.02040017768740654,0.0
120.png,0.75,-0.014912554994225502,0.0
121.png,0.75,-0.01859385147690773,0.0
122.png,0.75,-0.01858915016055107,0.0
123.png,0.75,-0.01858684793114662,0.0
124.png,0.75,-0.018584543839097023,0.0
125.png,0.75,-0.018582239747047424,0.0
126.png,0.75,-0.018579935654997826,0.0
127.png,0.75,-0.013134387321770191,0.0
128.png,0.75,-0.016787584871053696,0.0
129.png,0.75,-0.01678299531340599,0.0
130.png,0.75,-0.016780709847807884,0.0
131.png,0.75,-0.01677842251956463,0.0
132.png,0.75,-0.016776137053966522,0.0
133.png,0.75,-0.016773851588368416,0.0
134.png,0.75,-0.011584650725126266,0.0
135.png,0.75,-0.015065722167491913,0.0
136.png,0.75,-0.01506125833839178,0.0
137.png,0.75,-0.015059079974889755,0.0
138.png,0.75,-0.015056900680065155,0.0
139.png,0.75,-0.01505472231656313,0.0
140.png,0.75,-0.015052543953061104,0.0
141.png,0.75,-0.01037275604903698,0.0
142.png,0.75,-0.013511903584003448,0.0
143.png,0.75,-0.013507761061191559,0.0
144.png,0.75,-0.01350579597055912,0.0
145.png,0.75,-0.013503831811249256,0.0
146.png,0.75,-0.013501867651939392,0.0
147.png,0.75,-0.013499902561306953,0.0
148.png,0.75,-0.009078877046704292,0.0
149.png,0.75,-0.012044605799019337,0.0
150.png,0.75,-0.012040785513818264,0.0
151.png,0.75,-0.012038929387927055,0.0
152.png,0.75,-0.012037073262035847,0.0
153.png,0.75,-0.012035218067467213,0.0
154.png,0.75,-0.008077660575509071,0.0
155.png,0.75,-0.010732321068644524,0.0
156.png,0.75,-0.010728804394602776,0.0
157.png,0.75,-0.010725286789238453,0.0
158.png,0.75,-0.010723625309765339,0.0
159.png,0.75,0.02292223460972309,0.0
160.png,0.75,0.00032957695657387376,0.0
161.png,0.75,0.0003453686076682061,0.0
162.png,0.75,0.000361160229658708,0.0
163.png,0.75,0.0003769518807530403,0.0
164.png,0.75,0.00039108216878958046,0.0
165.png,0.75,0.0006935802521184087,0.0
166.png,0.75,0.0005140523426234722,0.0
167.png,0.75,0.0005283037316985428,0.0
168.png,0.75,0.0005425551207736135,0.0
169.png,0.75,0.0005426762509159744,0.0
170.png,0.75,0.0005427973810583353,0.0
171.png,0.75,0.00025554519379511476,0.0
172.png,0.75,0.00044865658855997026,0.0
173.png,0.75,0.0004486570251174271,0.0
174.png,0.75,0.0004486574325710535,0.0
175.png,0.75,0.00044853673898614943,0.0
176.png,0.75,0.00044841604540124536,0.0
177.png,0.75,0.0001005922895274125,0.0
178.png,0.75,0.00033397733932361007,0.0
179.png,0.75,0.00033371063182130456,0.0
180.png,0.75,0.0003334438952151686,0.0
181.png,0.75,0.0003332978521939367,0.0
182.png,0.75,0.00033315183827653527,0.0
183.png,0.75,0.0003330057952553034,0.0
184.png,0.75,0.0003328597522340715,0.0
185.png,0.75,0.00030803706613369286,0.0
186.png,0.75,0.00032446306431666017,0.0
187.png,0.75,0.0003244526742491871,0.0
188.png,0.75,0.0003244423132855445,0.0
189.png,0.75,0.0003244319523219019,0.0
190.png,0.75,0.0003244215913582593,0.0
191.png,0.75,0.0003244112303946167,0.0
192.png,0.75,0.0003658179775811732,0.0
193.png,0.75,0.0003379932604730129,0.0
194.png,0.75,0.00033800030359998345,0.0
195.png,0.75,0.0003380177076905966,0.0
196.png,0.75,0.00033803508267737925,0.0
197.png,0.75,0.0003380524867679924,0.0
198.png,0.75,0.0003380698908586055,0.0
199.png,0.75,0.00033719773637130857,0.0
200.png,0.75,0.0003378125256858766,0.0
201.png,0.75,0.00033782952232286334,0.0
202.png,0.75,0.00033782917307689786,0.0
203.png,0.75,0.0003378287947271019,0.0
204.png,0.75,0.000337828416377306,0.0
205.png,0.75,0.0002850590390153229,0.0
206.png,0.75,0.00032049656147137284,0.0
207.png,0.75,0.00032047403510659933,0.0
208.png,0.75,0.00032045147963799536,0.0
209.png,0.75,0.0003204293316230178,0.0
210.png,0.75,0.00032040715450420976,0.0
211.png,0.75,0.0002819041255861521,0.0
212.png,0.75,0.00030772443278692663,0.0
213.png,0.75,0.0003076861030422151,0.0
214.png,0.75,0.0003076477732975036,0.0
215.png,0.75,0.0003076316206716001,0.0
216.png,0.75,0.023316750302910805,0.0
217.png,0.75,0.007864568382501602,0.0
218.png,0.75,0.007874215953052044,0.0
219.png,0.75,0.007883863523602486,0.0
220.png,0.75,0.007893511094152927,0.0
221.png,0.75,0.007903174497187138,0.0
222.png,0.75,0.00505300285294652,0.0
223.png,0.75,0.006983235944062471,0.0
224.png,0.75,0.006991698872298002,0.0
225.png,0.75,0.007000161334872246,0.0
226.png,0.75,0.006998959928750992,0.0
227.png,0.75,0.006997758988291025,0.0
228.png,0.75,0.0037625094410032034,0.0
229.png,0.75,0.00593318697065115,0.0
230.png,0.75,0.005930627696216106,0.0
231.png,0.75,0.005928068421781063,0.0
232.png,0.75,0.005926710087805986,0.0
233.png,0.75,0.00592535175383091,0.0
234.png,0.75,0.0029436172917485237,0.0
235.png,0.75,0.00494378013536334,0.0
236.png,0.75,0.0049411701038479805,0.0
237.png,0.75,0.004938560072332621,0.0
238.png,0.75,0.004937308374792337,0.0
239.png,0.75,0.002321495907381177,0.0
240.png,0.75,0.004076095763593912,0.0
241.png,0.75,0.004073746036738157,0.0
242.png,0.75,0.004071396309882402,0.0
243.png,0.75,0.00406904611736536,0.0
244.png,0.75,0.004067948088049889,0.0
245.png,0.75,0.0018259368371218443,0.0
246.png,0.75,0.003329761093482375,0.0
247.png,0.75,0.0033277219627052546,0.0
248.png,0.75,0.0033256825990974903,0.0
249.png,0.75,0.0033247414976358414,0.0
250.png,0.75,0.0033238003961741924,0.0
251.png,0.75,0.0015970602398738265,0.0
252.png,0.75,0.0027551078237593174,0.0
253.png,0.75,0.002753441920503974,0.0
254.png,0.75,0.0027517760172486305,0.0
255.png,0.75,0.002751051215454936,0.0
256.png,0.75,0.002750326180830598,0.0
257.png,0.75,0.001291865948587656,0.0
258.png,0.75,0.0022701076231896877,0.0
259.png,0.75,0.0022687704768031836,0.0
260.png,0.75,0.002267433563247323,0.0
261.png,0.75,0.0022668212186545134,0.0
262.png,0.75,-0.0607321672141552,0.0
263.png,0.75,-0.018425175920128822,0.0
264.png,0.75,-0.018452247604727745,0.0
265.png,0.75,-0.01847931742668152,0.0
266.png,0.75,-0.01850638911128044,0.0
267.png,0.75,-0.018532847985625267,0.0
268.png,0.75,-0.010379549115896225,0.0
269.png,0.75,-0.015899259597063065,0.0
270.png,0.75,-0.01592228375375271,0.0
271.png,0.75,-0.015945306047797203,0.0
272.png,0.75,-0.01594187133014202,0.0
273.png,0.75,-0.01593843474984169,0.0
274.png,0.75,-0.005305980332195759,0.0
275.png,0.75,-0.012440639548003674,0.0
276.png,0.75,-0.012432740069925785,0.0
277.png,0.75,-0.012424840591847897,0.0
278.png,0.75,-0.01242037583142519,0.0
279.png,0.75,-0.012415912002325058,0.0
280.png,0.75,-0.003529410343617201,0.0
281.png,0.75,-0.009489825926721096,0.0
282.png,0.75,-0.009481631219387054,0.0
283.png,0.75,-0.009473436512053013,0.0
284.png,0.75,-0.009469706565141678,0.0
285.png,0.75,-0.002278219675645232,0.0
286.png,0.75,-0.007101546041667461,0.0
287.png,0.75,-0.007094796746969223,0.0
288.png,0.75,-0.007088047917932272,0.0
289.png,0.75,-0.007081298623234034,0.0
290.png,0.75,-0.0070782797411084175,0.0
291.png,0.75,-0.10707827657461166,0.0
292.png,0.75,-0.14356379210948944,0.0
293.png,0.75,-0.14373531937599182,0.0
294.png,0.75,-0.1439068466424942,0.0
295.png,0.75,-0.14408138394355774,0.0
296.png,0.75,-0.1011783555150032,0.0
297.png,0.75,-0.13028235733509064,0.0
298.png,0.75,-0.13043880462646484,0.0
299.png,0.75,-0.13059525191783905,0.0
300.png,0.75,-0.13075169920921326,0.0
301.png,0.75,-0.13073360919952393,0.0
302.png,0.75,-0.03686472401022911,0.0
303.png,0.75,-0.09987368434667587,0.0
304.png,0.75,-0.09981618076562881,0.0
305.png,0.75,-0.09975866973400116,0.0
306.png,0.75,-0.09971924871206284,0.0
307.png,0.75,-0.019780028611421585,0.0
308.png,0.75,-0.0733986496925354,0.0
309.png,0.75,-0.07332567870616913,0.0
310.png,0.75,-0.07325270026922226,0.0
311.png,0.75,-0.07317972928285599,0.0
312.png,0.75,-0.07314617186784744,0.0
313.png,0.75,-0.007902616634964943,0.0
314.png,0.75,-0.05166191607713699,0.0
315.png,0.75,-0.051600970327854156,0.0
316.png,0.75,-0.05154002457857132,0.0
317.png,0.75,-0.05151263624429703,0.0
318.png,0.75,-0.15151263773441315,0.0
319.png,0.75,-0.25151264667510986,0.0
320.png,0.75,-0.2597947418689728,0.0
321.png,0.75,-0.2600334584712982,0.0
322.png,0.75,-0.26027217507362366,0.0
323.png,0.75,-0.2605383098125458,0.0
324.png,0.75,-0.1860651969909668,0.0
325.png,0.75,-0.23652365803718567,0.0
326.png,0.75,-0.23675838112831116,0.0
327.png,0.75,-0.23699310421943665,0.0
328.png,0.75,-0.2369617074728012,0.0
329.png,0.75,-0.13696171343326569,0.0
330.png,0.75,-0.17838707566261292,0.0
331.png,0.75,-0.17828086018562317,0.0
332.png,0.75,-0.17817464470863342,0.0
333.png,0.75,-0.17806842923164368,0.0
334.png,0.3088982105255127,-0.07806842774152756,0.0
335.png,0.30596521496772766,-0.12504646182060242,0.0
336.png,0.3030322194099426,-0.12490402162075043,0.0
337.png,0.3000992238521576,-0.12476158887147903,0.0
338.png,0.29716622829437256,-0.12461915612220764,0.0
339.png,0.0,-0.22461915016174316,0.11743907630443573
340.png,0.0,-0.3246191442012787,0.12001930922269821
341.png,0.0,-0.35515397787094116,0.1225995421409607
342.png,0.0,-0.355381041765213,0.12517976760864258
343.png,0.0,-0.35560813546180725,0.12775999307632446
344.png,0.0,-0.3559028208255768,0.12879006564617157
345.png,0.3820493221282959,-0.25590279698371887,0.0
346.png,0.38229572772979736,-0.31574106216430664,0.0
347.png,0.3825421631336212,-0.3159836232662201,0.0
348.png,0.3827885687351227,-0.31622618436813354,0.0
349.png,0.38406506180763245,-0.31617408990859985,0.0
350.png,0.75,-0.21617408096790314,0.0
351.png,0.75,-0.2422478348016739,0.0
352.png,0.75,-0.24210132658481598,0.0
353.png,0.75,-0.24195480346679688,0.0
354.png,0.75,-0.24180829524993896,0.0
355.png,0.75,-0.14180828630924225,0.0
